"Job_Role","Company","Location","Job Type","Salary","Experience Required","Date","Job Portal","Education Requirement","Skills","Remote/Onsite","Company Size"
"Financial Analyst","Amazon","Ahmedabad","Full-time","2000000.0","0-2 years","2024-12-25","LinkedIn","B.Sc","Digital Marketing, React, C++","Hybrid","Small (1-50)"
"Business Analyst","HCL","Hyderabad","Contract","400000.0","0-2 years","2025-01-20","LinkedIn","PhD","C++, Python, Digital Marketing","Hybrid","Large (500+)"
"Cyber Security Analyst","HCL","Chennai","Internship","2000000.0","2-5 years","2025-01-19","Indeed","PhD","Java, SQL, Machine Learning","Onsite","Small (1-50)"
"Product Manager","Microsoft","Chennai","Contract","2000000.0","2-5 years","2025-01-13","Naukri.com","M.Tech","C++, UI/UX, React","Onsite","Medium (51-500)"
"Product Manager","Wipro","Noida","Internship","1600000.0","5-10 years","2025-01-15","LinkedIn","B.Sc","Python, Digital Marketing, Java","Remote","Small (1-50)"
"Sales Representative","Amazon","Mumbai","Contract","400000.0","0-2 years","2025-01-19","Indeed","PhD","Machine Learning, Python, C++","Hybrid","Large (500+)"
"Data Scientist","Wipro","Ahmedabad","Internship","400000.0","10+ years","2024-12-28","Indeed","PhD","UI/UX, C++, Python","Remote","Large (500+)"
"Software Engineer","TCS","Noida","Part-time","1000000.0","0-2 years","2025-01-22","Indeed","B.Sc","AWS, React, Python","Remote","Large (500+)"
"Product Manager","HCL","Hyderabad","Contract","650000.0","2-5 years","2025-01-20","Naukri.com","MBA","Java, Digital Marketing, SQL","Hybrid","Medium (51-500)"
"Cyber Security Analyst","Wipro","Hyderabad","Full-time","400000.0","10+ years","2025-01-13","Indeed","B.Tech","AWS, UI/UX, SQL","Onsite","Medium (51-500)"
"Data Scientist","HCL","Jaipur","Contract","650000.0","5-10 years","2025-01-12","Naukri.com","MBA","Java, SQL, React","Hybrid","Medium (51-500)"
"Business Analyst","HCL","Ahmedabad","Full-time","1600000.0","10+ years","2025-01-18","Indeed","M.Tech","C++, Python, Excel","Remote","Medium (51-500)"
"Marketing Executive","TCS","Ahmedabad","Contract","1600000.0","10+ years","2024-12-28","Indeed","B.Tech","SQL, Digital Marketing, UI/UX","Onsite","Small (1-50)"
"HR Manager","HCL","Ahmedabad","Full-time","650000.0","0-2 years","2025-01-14","Indeed","M.Tech","Java, Excel, SQL","Remote","Large (500+)"
"Business Analyst","Accenture","Kolkata","Full-time","1600000.0","0-2 years","2024-12-30","Naukri.com","M.Tech","Python, Java, Digital Marketing","Hybrid","Small (1-50)"
"Graphic Designer","HCL","Chennai","Full-time","1600000.0","10+ years","2025-01-13","Indeed","B.Sc","SQL, Java, UI/UX","Hybrid","Small (1-50)"
"Graphic Designer","Amazon","Hyderabad","Full-time","2000000.0","10+ years","2025-01-11","LinkedIn","B.Tech","UI/UX, Python, AWS","Onsite","Small (1-50)"
"HR Manager","HCL","Mumbai","Full-time","2000000.0","2-5 years","2025-01-05","LinkedIn","B.Sc","UI/UX, SQL, Excel","Remote","Medium (51-500)"
"Graphic Designer","Wipro","Noida","Internship","400000.0","5-10 years","2025-01-02","Indeed","B.Tech","UI/UX, AWS, Python","Onsite","Small (1-50)"
"Product Manager","Accenture","Chennai","Internship","2000000.0","0-2 years","2025-01-01","LinkedIn","PhD","Machine Learning, AWS, Excel","Onsite","Small (1-50)"
"Software Engineer","Accenture","Noida","Contract","650000.0","5-10 years","2025-01-17","LinkedIn","M.Tech","C++, Java, Python","Hybrid","Large (500+)"
"Marketing Executive","Amazon","Hyderabad","Internship","650000.0","2-5 years","2025-01-01","Indeed","MBA","Python, C++, AWS","Remote","Large (500+)"
"Financial Analyst","Microsoft","Kolkata","Contract","650000.0","0-2 years","2025-01-04","Naukri.com","M.Tech","Java, UI/UX, React","Onsite","Small (1-50)"
"Business Analyst","Accenture","Mumbai","Internship","1000000.0","2-5 years","2024-12-28","Indeed","M.Tech","UI/UX, C++, Python","Remote","Large (500+)"
"Financial Analyst","Google","Bangalore","Full-time","1600000.0","0-2 years","2025-01-04","Indeed","B.Sc","AWS, Excel, Python","Remote","Large (500+)"
"Graphic Designer","IBM","Kolkata","Internship","2000000.0","10+ years","2024-12-28","Naukri.com","PhD","Excel, Machine Learning, UI/UX","Onsite","Small (1-50)"
"Sales Representative","Google","Hyderabad","Part-time","400000.0","0-2 years","2025-01-15","Indeed","B.Sc","Machine Learning, Excel, Java","Hybrid","Large (500+)"
"Cyber Security Analyst","Accenture","Pune","Full-time","400000.0","5-10 years","2025-01-03","Indeed","PhD","Python, Digital Marketing, Machine Learning","Hybrid","Small (1-50)"
"Sales Representative","Accenture","Delhi","Internship","400000.0","0-2 years","2025-01-12","Indeed","B.Tech","React, AWS, Python","Hybrid","Large (500+)"
"Business Analyst","Infosys","Delhi","Part-time","1600000.0","0-2 years","2025-01-12","LinkedIn","MBA","UI/UX, Digital Marketing, Java","Remote","Large (500+)"
"Financial Analyst","Infosys","Bangalore","Contract","650000.0","10+ years","2025-01-05","Indeed","PhD","Python, C++, Machine Learning","Onsite","Medium (51-500)"
"Product Manager","Deloitte","Pune","Part-time","650000.0","10+ years","2024-12-24","Indeed","B.Tech","UI/UX, Machine Learning, Python","Hybrid","Large (500+)"
"Data Scientist","Microsoft","Bangalore","Internship","400000.0","10+ years","2025-01-09","Naukri.com","PhD","Python, UI/UX, React","Remote","Large (500+)"
"Data Scientist","Accenture","Kolkata","Contract","650000.0","10+ years","2025-01-21","Naukri.com","B.Tech","SQL, Python, C++","Hybrid","Large (500+)"
"Sales Representative","Amazon","Jaipur","Contract","1600000.0","10+ years","2025-01-11","LinkedIn","PhD","React, Java, Machine Learning","Remote","Medium (51-500)"
"Sales Representative","TCS","Jaipur","Part-time","1600000.0","0-2 years","2025-01-18","Indeed","B.Sc","SQL, Java, React","Onsite","Small (1-50)"
"Sales Representative","Microsoft","Mumbai","Full-time","650000.0","10+ years","2025-01-15","Naukri.com","MBA","Java, Python, Digital Marketing","Hybrid","Small (1-50)"
"Business Analyst","Amazon","Mumbai","Part-time","1600000.0","2-5 years","2025-01-05","LinkedIn","PhD","Python, React, UI/UX","Remote","Small (1-50)"
"Business Analyst","HCL","Ahmedabad","Full-time","400000.0","0-2 years","2025-01-17","Indeed","B.Tech","C++, Digital Marketing, Java","Hybrid","Small (1-50)"
"Sales Representative","HCL","Noida","Contract","2000000.0","10+ years","2024-12-23","Naukri.com","MBA","AWS, Excel, Java","Hybrid","Small (1-50)"
"Graphic Designer","IBM","Mumbai","Contract","1600000.0","5-10 years","2024-12-28","Naukri.com","PhD","Machine Learning, Excel, SQL","Hybrid","Medium (51-500)"
"Data Scientist","Wipro","Ahmedabad","Part-time","1600000.0","10+ years","2025-01-15","Indeed","PhD","Java, Machine Learning, AWS","Hybrid","Medium (51-500)"
"Business Analyst","TCS","Hyderabad","Full-time","1600000.0","0-2 years","2025-01-13","Naukri.com","B.Tech","C++, Excel, Digital Marketing","Hybrid","Small (1-50)"
"Software Engineer","Accenture","Bangalore","Full-time","400000.0","0-2 years","2025-01-17","Naukri.com","B.Sc","AWS, Digital Marketing, Python","Remote","Large (500+)"
"Marketing Executive","Wipro","Kolkata","Part-time","650000.0","10+ years","2024-12-27","LinkedIn","B.Tech","C++, React, Excel","Hybrid","Large (500+)"
"Cyber Security Analyst","Microsoft","Ahmedabad","Part-time","650000.0","0-2 years","2025-01-08","Naukri.com","MBA","Excel, React, C++","Onsite","Large (500+)"
"Financial Analyst","TCS","Kolkata","Internship","1600000.0","0-2 years","2024-12-26","Naukri.com","PhD","Java, C++, Excel","Onsite","Medium (51-500)"
"Sales Representative","HCL","Jaipur","Contract","400000.0","10+ years","2025-01-05","Indeed","PhD","Machine Learning, UI/UX, C++","Hybrid","Large (500+)"
"Graphic Designer","HCL","Ahmedabad","Full-time","400000.0","0-2 years","2025-01-22","Indeed","PhD","SQL, Machine Learning, C++","Remote","Medium (51-500)"
"Software Engineer","HCL","Mumbai","Internship","1600000.0","0-2 years","2024-12-25","LinkedIn","M.Tech","UI/UX, Machine Learning, React","Hybrid","Large (500+)"
"Cyber Security Analyst","IBM","Noida","Full-time","400000.0","0-2 years","2025-01-11","LinkedIn","M.Tech","Machine Learning, SQL, Java","Remote","Large (500+)"
"Product Manager","Google","Kolkata","Part-time","650000.0","2-5 years","2025-01-15","Naukri.com","M.Tech","Excel, React, Digital Marketing","Remote","Large (500+)"
"Product Manager","Amazon","Delhi","Contract","1000000.0","2-5 years","2025-01-03","Naukri.com","B.Sc","Excel, React, SQL","Onsite","Small (1-50)"
"Sales Representative","Google","Kolkata","Part-time","650000.0","2-5 years","2025-01-11","Indeed","PhD","Excel, React, Python","Hybrid","Large (500+)"
"Data Scientist","Wipro","Kolkata","Internship","1600000.0","0-2 years","2025-01-07","LinkedIn","M.Tech","Excel, Java, UI/UX","Remote","Large (500+)"
"Data Scientist","Amazon","Ahmedabad","Full-time","1600000.0","2-5 years","2025-01-05","LinkedIn","MBA","UI/UX, AWS, SQL","Remote","Small (1-50)"
"HR Manager","Microsoft","Kolkata","Full-time","400000.0","5-10 years","2025-01-18","Naukri.com","B.Tech","UI/UX, AWS, React","Onsite","Large (500+)"
"Cyber Security Analyst","Infosys","Kolkata","Full-time","400000.0","0-2 years","2025-01-08","Naukri.com","M.Tech","Python, Digital Marketing, AWS","Remote","Small (1-50)"
"Data Scientist","HCL","Delhi","Contract","1000000.0","2-5 years","2025-01-15","Indeed","B.Sc","SQL, Java, Machine Learning","Hybrid","Medium (51-500)"
"Data Scientist","Infosys","Noida","Full-time","650000.0","0-2 years","2024-12-26","Naukri.com","MBA","AWS, React, Excel","Hybrid","Medium (51-500)"
"Software Engineer","Microsoft","Kolkata","Internship","1600000.0","5-10 years","2025-01-02","Indeed","B.Sc","C++, React, Machine Learning","Remote","Small (1-50)"
"Software Engineer","HCL","Delhi","Contract","2000000.0","2-5 years","2025-01-11","Naukri.com","MBA","Machine Learning, Java, React","Onsite","Small (1-50)"
"Software Engineer","HCL","Chennai","Contract","400000.0","10+ years","2025-01-06","Indeed","M.Tech","Python, Excel, UI/UX","Hybrid","Medium (51-500)"
"Financial Analyst","Microsoft","Ahmedabad","Internship","400000.0","5-10 years","2024-12-24","Naukri.com","B.Tech","React, AWS, Java","Remote","Small (1-50)"
"Financial Analyst","Wipro","Ahmedabad","Part-time","1600000.0","2-5 years","2025-01-17","Indeed","B.Sc","Digital Marketing, SQL, Java","Onsite","Large (500+)"
"Software Engineer","Accenture","Kolkata","Part-time","1600000.0","10+ years","2025-01-11","LinkedIn","B.Sc","Excel, Digital Marketing, Java","Hybrid","Large (500+)"
"HR Manager","Amazon","Delhi","Full-time","1600000.0","10+ years","2025-01-13","Naukri.com","MBA","Machine Learning, Digital Marketing, Java","Onsite","Large (500+)"
"Business Analyst","Deloitte","Ahmedabad","Part-time","1600000.0","2-5 years","2025-01-12","Naukri.com","M.Tech","Java, SQL, React","Hybrid","Small (1-50)"
"Marketing Executive","Infosys","Kolkata","Part-time","1600000.0","0-2 years","2025-01-08","LinkedIn","B.Tech","AWS, Python, UI/UX","Onsite","Medium (51-500)"
"Financial Analyst","Infosys","Bangalore","Full-time","1600000.0","10+ years","2025-01-21","Indeed","PhD","AWS, SQL, React","Hybrid","Medium (51-500)"
"Data Scientist","Microsoft","Mumbai","Internship","1000000.0","10+ years","2024-12-30","LinkedIn","M.Tech","Excel, C++, UI/UX","Remote","Small (1-50)"
"HR Manager","Wipro","Jaipur","Full-time","400000.0","5-10 years","2025-01-12","LinkedIn","B.Tech","Excel, React, AWS","Onsite","Large (500+)"
"Cyber Security Analyst","TCS","Chennai","Contract","650000.0","0-2 years","2024-12-27","Indeed","M.Tech","AWS, C++, UI/UX","Onsite","Medium (51-500)"
"Marketing Executive","Microsoft","Delhi","Internship","400000.0","2-5 years","2024-12-29","Indeed","M.Tech","SQL, AWS, UI/UX","Remote","Small (1-50)"
"Marketing Executive","IBM","Jaipur","Part-time","1000000.0","2-5 years","2024-12-26","Naukri.com","M.Tech","C++, Digital Marketing, React","Remote","Small (1-50)"
"Cyber Security Analyst","HCL","Kolkata","Contract","1600000.0","0-2 years","2024-12-29","LinkedIn","PhD","Python, React, UI/UX","Onsite","Large (500+)"
"Software Engineer","TCS","Bangalore","Internship","400000.0","10+ years","2025-01-22","LinkedIn","MBA","React, SQL, Python","Remote","Large (500+)"
"Financial Analyst","IBM","Bangalore","Full-time","1000000.0","2-5 years","2025-01-13","LinkedIn","MBA","Java, Digital Marketing, UI/UX","Onsite","Medium (51-500)"
"Product Manager","Wipro","Noida","Part-time","1600000.0","10+ years","2024-12-27","LinkedIn","M.Tech","AWS, UI/UX, Excel","Onsite","Small (1-50)"
"HR Manager","Deloitte","Delhi","Internship","2000000.0","2-5 years","2025-01-17","LinkedIn","B.Sc","Digital Marketing, Java, Python","Onsite","Medium (51-500)"
"HR Manager","Deloitte","Pune","Contract","650000.0","5-10 years","2025-01-11","Naukri.com","MBA","Python, Excel, Machine Learning","Remote","Large (500+)"
"Graphic Designer","Accenture","Delhi","Part-time","1600000.0","5-10 years","2024-12-24","Indeed","B.Tech","Java, C++, AWS","Remote","Large (500+)"
"HR Manager","Deloitte","Noida","Full-time","400000.0","5-10 years","2025-01-22","LinkedIn","MBA","SQL, Digital Marketing, C++","Onsite","Small (1-50)"
"Cyber Security Analyst","TCS","Mumbai","Full-time","400000.0","2-5 years","2025-01-06","Naukri.com","PhD","Digital Marketing, React, Java","Remote","Large (500+)"
"Software Engineer","Wipro","Bangalore","Part-time","2000000.0","5-10 years","2025-01-12","Indeed","M.Tech","Excel, Python, C++","Hybrid","Medium (51-500)"
"Product Manager","Google","Hyderabad","Internship","1600000.0","2-5 years","2024-12-31","Indeed","MBA","Python, Java, React","Remote","Small (1-50)"
"Business Analyst","Microsoft","Hyderabad","Contract","1000000.0","10+ years","2025-01-02","Indeed","B.Sc","UI/UX, Digital Marketing, React","Remote","Medium (51-500)"
"Graphic Designer","Amazon","Pune","Internship","1000000.0","5-10 years","2024-12-25","LinkedIn","MBA","Python, Java, Digital Marketing","Remote","Small (1-50)"
"Data Scientist","Google","Ahmedabad","Part-time","650000.0","10+ years","2025-01-19","Indeed","B.Sc","C++, Python, Digital Marketing","Remote","Large (500+)"
"Product Manager","IBM","Noida","Contract","1600000.0","5-10 years","2025-01-16","Naukri.com","B.Tech","UI/UX, Excel, Java","Onsite","Medium (51-500)"
"Sales Representative","IBM","Ahmedabad","Internship","2000000.0","2-5 years","2025-01-22","Naukri.com","MBA","AWS, UI/UX, Java","Hybrid","Large (500+)"
"Graphic Designer","Deloitte","Delhi","Contract","1600000.0","0-2 years","2025-01-15","Naukri.com","MBA","React, Python, SQL","Hybrid","Small (1-50)"
"Business Analyst","Microsoft","Pune","Part-time","2000000.0","5-10 years","2025-01-08","Naukri.com","PhD","Python, Machine Learning, Digital Marketing","Onsite","Large (500+)"
"Marketing Executive","TCS","Kolkata","Contract","1000000.0","2-5 years","2025-01-17","LinkedIn","B.Tech","AWS, UI/UX, Python","Hybrid","Small (1-50)"
"Software Engineer","TCS","Pune","Contract","400000.0","5-10 years","2025-01-11","Naukri.com","PhD","React, Machine Learning, AWS","Remote","Large (500+)"
"Product Manager","Amazon","Kolkata","Contract","400000.0","0-2 years","2024-12-26","Naukri.com","PhD","SQL, Excel, UI/UX","Onsite","Large (500+)"
"Cyber Security Analyst","Google","Delhi","Part-time","400000.0","2-5 years","2024-12-27","Indeed","PhD","Excel, Digital Marketing, Machine Learning","Hybrid","Small (1-50)"
"Sales Representative","Infosys","Mumbai","Contract","1600000.0","10+ years","2025-01-22","LinkedIn","B.Tech","Machine Learning, Java, React","Remote","Large (500+)"
"Data Scientist","IBM","Chennai","Part-time","2000000.0","2-5 years","2025-01-12","LinkedIn","B.Tech","Python, AWS, Java","Remote","Medium (51-500)"
"Cyber Security Analyst","HCL","Bangalore","Internship","400000.0","10+ years","2024-12-28","LinkedIn","M.Tech","UI/UX, Python, Excel","Remote","Large (500+)"
"Sales Representative","Google","Mumbai","Internship","650000.0","10+ years","2025-01-07","LinkedIn","M.Tech","SQL, C++, Excel","Onsite","Small (1-50)"
"Graphic Designer","Wipro","Pune","Full-time","1000000.0","2-5 years","2024-12-30","LinkedIn","B.Sc","UI/UX, Digital Marketing, Machine Learning","Remote","Large (500+)"
"Financial Analyst","Wipro","Noida","Full-time","400000.0","10+ years","2025-01-06","Indeed","M.Tech","Python, Machine Learning, C++","Onsite","Small (1-50)"
"Graphic Designer","Amazon","Kolkata","Internship","2000000.0","10+ years","2025-01-10","LinkedIn","B.Tech","C++, AWS, Excel","Hybrid","Large (500+)"
"Data Scientist","Infosys","Jaipur","Contract","1000000.0","5-10 years","2025-01-05","Naukri.com","M.Tech","Excel, Machine Learning, UI/UX","Hybrid","Medium (51-500)"
"HR Manager","Microsoft","Ahmedabad","Full-time","650000.0","0-2 years","2025-01-15","Indeed","PhD","SQL, Python, Digital Marketing","Remote","Large (500+)"
"HR Manager","Google","Hyderabad","Full-time","400000.0","0-2 years","2025-01-14","Naukri.com","PhD","Machine Learning, Excel, Python","Remote","Medium (51-500)"
"Graphic Designer","Google","Mumbai","Internship","400000.0","10+ years","2025-01-09","LinkedIn","MBA","Digital Marketing, UI/UX, Java","Hybrid","Small (1-50)"
"Data Scientist","Wipro","Chennai","Full-time","400000.0","0-2 years","2025-01-15","LinkedIn","MBA","React, UI/UX, Java","Onsite","Small (1-50)"
"Data Scientist","Deloitte","Hyderabad","Part-time","400000.0","0-2 years","2024-12-30","Indeed","M.Tech","Excel, UI/UX, AWS","Onsite","Large (500+)"
"Data Scientist","Deloitte","Mumbai","Part-time","400000.0","5-10 years","2025-01-13","Indeed","B.Tech","UI/UX, AWS, Digital Marketing","Hybrid","Medium (51-500)"
"HR Manager","Amazon","Delhi","Contract","1000000.0","2-5 years","2025-01-06","LinkedIn","B.Tech","Digital Marketing, AWS, Machine Learning","Hybrid","Large (500+)"
"Product Manager","IBM","Hyderabad","Internship","1000000.0","5-10 years","2025-01-04","Naukri.com","MBA","C++, AWS, SQL","Remote","Small (1-50)"
"Business Analyst","Infosys","Bangalore","Internship","2000000.0","0-2 years","2025-01-11","LinkedIn","B.Tech","Java, Machine Learning, UI/UX","Onsite","Large (500+)"
